disclosure_text,is_renovation_candidate
Fireplace never used/Windows need replacing/Some pics may be staged/Buyer to Confirm measurements,False
Kids playhouse in yard is not staying.  Swing-set is negotiable.,False
POA acting on behalf of Seller have not lived at the property and have limited information.Buyer to do due diligence Septic being replaced and is in process. 4th bedroom set up as a dining room currently. Pioneer Valley Sports Club is across the street,False
Seller's attorney to hold deposit check. Deposit checks must certified bank checks. Buyer to verify all use. Buyer to verify all measurements. Insulation in attic is vermiculite.,False
"There is a private well but has not been used in years, sellers make no expressed or implied warranties. Per seller, the square footage of home is actually more than what public records indicates. APO: Maple under carpets 1st fl, pine under carpets stairs and 2nd fl",False
A fixer-upper with some areas needing extensive work. Water and sewer need to be connected to utilities on street. New 34-unit apartment complex being constructed next property. Adjoining property is under construction until April 2025 and Buyer can expect occasional inconvenience until completion,False
Seller is the Owner,False
Buyer to verify all info.,False
lawn sprinkler system not functional condition unknown. Subject to sellers finding suitable housing.,False
Please also read attached seller notations. Buyers & buyers agents to perform their own due diligence.,False
Public record lists 3 bedrooms. See attached floor plan. Furnace is currently non-operational. Seller does not reside at house. Sold as-is.,True
"Agent is related to seller, seller has occupied unit 1",False
"Measurements approximate.  Buyer and buyer's agent to perform due diligence.  Washer & Dryer, freezer, draperies with hardware and patio furniture included in sale.  Monthly HOA of $377 includes snow removal, lawn maintenance, irrigation, trash removal and clubhouse.",False
"Buyer agent due diligence, Please email all offers as PDF ONLY, Do not sent via Dotloop or Docusign. Close on or before September 5, 2024 and the buyer's agent will received a $2,000 BONUS. Seller is a license Real Estate agent.",False
Seller has never occupied property,False
seller has never used wood stove.  All deposits must be made using Depositlink. See agent for additional info.,False
"Title V performed 7/23/2024, only the great room on the first floor has central a/c. All other areas are from window a/c units.",False
Seller will entertain offers of buyer concession.  Seller is a MA real estate licensee. Agent has financial interest in the property.  Seller has not lived in the property.,False
"All measurements approximate for marketing purposes only. Garage space 18, outdoor space 19. One pet per unit - see attached rules & regs page 3, paragraph 5. Budget & 2023 Meeting Minutes available upon request.",False
subject to seller finding suitable housing ~ property has been identified.,False
"No Offer Deadline, Any offers will be presented to seller promptly.",False
Seller has never lived in the property.,False
"Washer/Dryer and all appliances included. ** Dishwasher does not work.  ** House is being sold ""As is.""",True
Gate on side of house and fence panel behind the shed will be repaired/replaced before closing,False
Approx ages: Roof - 2011. Steam boiler - 2009. Thermostat - 2024.Hot water heater - 2017. Central air - 2013. Radiant flooring - 2009 & thermostat 2021. Approx bills per month. Electric bill (Eversource) - ~$150 (~$115-$250).Gas bill (National Grid) - ~$200 (~$150-$250).,False
Buyers and agents must verify all information and perform their own due diligence. 1 deeded and 2 permit parking pass. Seller has the right to accept an offer prior to deadline.,False
Seller has never lived in home buyer and Agent to perform due dilligence,False
The electricity is not on in the house closest to the street.,False
RI Mandatory Disclosures.  Seller is licensed real estate broker.,False
Seller to find suitable housing house has been identified closing TBD,False
"Contingent upon seller securing housing; property has been identified. Propane used for gas cooking and hot water heater. Security system $36 per month (optional) Easement stated in previous listing is pertaining to farm drain. Original build 1935, middle addition 1970's, main bedroom addition 2012",False
Dog are allowed with approval of management.  One dog per household.,False
House is being sold as-is. Buyers should do all due diligence prior to submitting an offer.,True
All info is gathered from Public Record and/or Third Party sources and should be verified by Buyer and/or buyer's agent.,False
"While information is deemed reliable, buyers/agents should verify all dimensions and conduct due diligence. The abutting neighborhood has expansion plans. ""The photo(s) contained in this listing may have been created or enhanced using virtual staging software and therefore may not accurately reflect",False
Association is restricted to seasonal use. Not pets allowed. Subject to probate issuing a license to sell. Subject to Association not exercising their right of first refusal. Subject to Buyer honoring 5 rental weeks in 2024.,False
Registered land.Offers by 5pm Monday 8/12 Please TEXT Tracey when emailing.,False
sample photos of similar unit. LLC member is lic. real estate agent assoc. w /listing firm,False
"Listing agent related to seller. Contingent on seller moving out at the end of Aug 2024 or sooner. Washer and dryer are not included, but seller will entertain offer if made for them. There is a security system but there is no paid monitoring service for the alarm.",False
Subject to seller successful purchase and closing. Underground oil tank removed.  See paperwork attached.,False
Pool and hot tub to transfer as is.   Seller has not used but everything should be in good working order. Please see attached fact sheets and floor plan for more info.,True
Agent is owner of the home. Agent is the seller. Buyers/Buyers Agents to do their due diligence.,False
See attachments.,False
"Property located in Nitrogen Sensitive Area, see attached disclosure. Subject to seller installing a septic system and presenting a passing Title V Certificate of Compliance at the time of closing. The seller states natutal gas is available on the street.",True
Septic be responsibility of buyer. Seller paid for the engineered plan and we have estimate available. Plumbing in place for third bathroom in walk out basement /,False
"Elec BB Heat in the home, working  but no longer used by seller. Updated heating system with central air.  No Central Air in finished lower level. Hardwood under carpet. only in the LR, Hallway & Br 1, 2 & 3 off main hall. Home is being sold in As Is condition. Buyer to verify all info.",True
Property is in flood zone. Status of lawn irrigation system is unknown. Outdoor shower drains to old septic tank; unknown if 2 old septic tanks are filled. House humidifier system is not working. Above the garage is permitted as storage only and water to the garage is shut off for the winter season.,True
"Photos have virtual staging. Main house was originally a multi-family home that was converted to single, it can be re-designed back to multi. Buyers and agents must verify all information and perform their own due diligence. Flood insurance required if financing - get a quote from insurance agent",False
"Condo being sold ""AS IS"".",True
Subject to seller finding suitable housing.,False
Owner's flood insurance premium is $1250/year and is transferable. Home has been designed and built in accordance with Wetland Protection Bylaw.,False
The seller is a licensed real estate salesperson and has never lived in the property.,True
Subject to sellers finding suitable housing must be in both offer and purchase & sale. Sellers have identified a property and have an accepted offer with a closing date of 9/30/24. List agent is related to sellers.,False
"Photos are from a furnished model home. Options and Pricing May Vary. Agent commission is paid on base price of home excluding upgraded features, basement condition, homesite premium and elevation design.",False
Seller to find suitable housing,False
"one bedroom below grade; Central vac not used in a long time, electric heat in basement",False
Awning not operational seller is not addressing.,False
"Currently Tenanted, at will. Condo association new and fee is estimate. Unit 3 to be listed as well, unit 2 owner occupied.",False
"Easement 0n driveway ,Sale is contingent upon sellers completion of purchase of their home that they have UAG.",False
"Buffalo Run is a private drive with a gathering of Village-style homes; HOA dues are approximate; Finished lower level finished by professionals but not permitted; basement has electric heat; Some photos have been virtually staged; See ""11 Questions"" Seller's Disclosure;",False
Measurements & GLA approximate. Windows replaced '2022 Pella (except Great Room & LL). kitchen remodel & dual staircase composite deck '2012.,False
Property is sold AS IS,True
The seller would prefer closing on September 1st or later..,False
Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Rental are limited to less than 20% of the units in the complex.,False
"Fully fin low lev w 3 rooms & full ba & 2nd laundry set up. 2nd kit. w/ stove, micro, ref & exit into gar.  Main kit reno. 2022, 4 BR title 5.  30 yr Roof- 2008  2 pellet stoves inc.  Hot tub not used for a few yrs-sold as is.  Water softener sys w reverse osmosis.  Low lev bath has ejection pump",True
Please make sure that cat does not get out when showing the property!,False
"Both Fireplace functionality unknown & never been used by Seller, Front Light post decorative, One Outlet in family room needs repair, Side Awning to stay, Security alarm system not functional, Mass Save Audit completed, Buyer/Buyer agent to verify information contained herein.",False
"Solar panels rented. Washer/Dryers, Window treatments left as gifts to buyer. Buyer and buyer's broker are responsible verify all information and do their own due diligence.",False
xx,False
Exclusion/Inclusion list attached in documents should be initialed with offer; List of Updates/Improvements attached in documents; Sellers request ctg on the closing of their new home scheduled for August 23.,False
See Sellers' Statement of Property Condition for lots of updates/upgrades*LeafGuard gutter protectors*Latest hard-wired smoke & CO detectors; Please no buyer letters with offers; Buyer/Buyer Agent to do due diligence; Propane for FP & range only; Propane tank is owned by Suburban Propane $10/yr fee,False
"All final  SF Subject to Concord FAR rules.  Floor Square footage and FAR square footage will differ due to 6'8"" heights used for calculations.  Existing Elevations must remain but addition design can change.  Brokers have ownership interest",False
Listing Agent is related to the seller.,False
Buyer/Buyer agent to preform own due diligence.  Sale contingent on sellers finding suitable housing.,False
One bedroom on 2nd floor does not have a closet/2 bedrooms in 3rd floor walk up attic w/electric heat & not included in living area/sunroom is included in living area & has electric heat/Central vac is currently not working,True
Photos/Virtual tour are renderings for marketing purposes and may not represent the actual unit. Taxes TBD by the city of Cambridge post-closing. The HOA fee is an estimate .(45 cents/sq ft) subject to change. Building amenities include- a covered bike room and common outdoor space,False
"ESTATE SALE, SELLER HAS NEVER LIVED AT THE PREMISES, BUYER AND AGENTS TO DO DUE DILLEGENCE",True
"Property to be sold in ""AS IS"" condition.  1/2 bath in basement not operatable needs ejector pump replacement.  Wood stove in lower level not connected.  Buyer/buyer's agent to do their own due diligence.  Seller makes no warranties or representations. Some photos virtually staged.",True
"Property sold AS IS, seller makes no warranties or representations. Buyer to do own due diligence and obtain any necessary permits. Owners never occupied property. Agent has ownership interest. Property in Flood Zone, $2,086 annual flood insurance quote in hand.",True
Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced.,False
Sellers prefer a September closing but can be negotiable.,False
Offers can be accepted at anytime sellers require 48 hours to review and should be good through monday at 10pm .deadline 5 pm sunday . No letters to seller Seller preferred close would be mid to late September,False
Estate sale. Limited information. Buyer/buyer agent to verify all. **Sold as-is with no warranties guaranteed or implied.** HIGHEST AND BEST due Thursday 8/1 at 8pm.,True
some windows are inoperable or broken,False
"Irrigation services in front yard, not turned on this year.",False
"Two and half bathrooms in this home.  Extra large basement, with close to 500sq feet finished space.  All new kitchen appliances and new washer & dryer convey with the house sale.  Two mini  split units to convey with the sale.",False
Flood Zone,False
"Non-smoking building. 2 pets per unit with dogs under 65 lbs. $200 move-in and move-out fee. Water use metered and billed to each unit. Parking space for unit 115 is #80, across from entrance to building. Kitchen island and closet in bedroom are included in sale. Offer instructions attached in MLS.",False
"Subject to seller finding suitable housing, Buyer/buyers agent to do due diligence.",False
Room measurements are approximate.  Agent has vested interest in Revive Homes LLC.,False
See Attached,False
Well water for irrigation. Solar panels owned by seller.,False
"Realtors, please visit with your clients first visit  Enclave at Hudson is a 55+ community with 20% of residents that can be under 55. This is a to be built home. Commission is paid on the BASE price of the home design. Lot requires walkout basement at additional cost.",False
"Seller has not lived in property.  Pet policy, dog up to 30 lbs, or 2 cats",False
1 st. Showings at open houses,False
"Some photographs are virtually staged. Information in the listing is known to be true but not guaranteed, buyers and agents need to verify all information.",False
*This is an estate sale. Seller has not lived in the property for over 40 years. Seller and Sellers agent make no representations. Buyer must perform their own due diligence. Property being sold “As Is”.,True
Deeded lake rights.Being sold with adjacent lot wit .22 acres. 0.44 acres total.Seller to locate & close on suitable housing - property identified and can close within 30 days.Ring cameras on premesis.OPTIONAL association fee see attachment. Bulkhead leaks water during heavy rainfall.,True
Seller reserves the right to accept an offer at any time.,False
Seller has never lived at the property. Seller is a licensed agent. Grass has been virtually staged.,False
Pool Deck AS IS,True
Seller has not lived in the property. Listing agent has ownership interest in the property,False
"This property is in a flood zone. See attached Determination Form. -  Remaining in the barn for the buyer's enjoyment; lathe, furnace, oil tank, sink, toilet and drinking fountain, in as-is condition.",False
Property will be delivered vacant. Contingent upon seller finding suitable housing,False
"Updated flooring (2023) Interior Painting (2023) Dishwasher (2024)  Gas Stove (2023), Solar Panels are leased and transfer with the property. Propane tanks are leased, transfer with the property and used for gas stove and gas dryer .",False
Financing requires co-op/share loan. All buyers subject to Co-Op board approval.,False
Public record states 6 bedrooms (3 in each unit) - #82 has extra bedroom in finished 3rd level. Property will be fully vacant at closing. Showings deferred to open houses. HIGHEST & BEST OFFERS DUE TUESDAY 7/16 5PM.,False
Needs new pool liner,False
All available window screens are stored in the basement. Seller never used kitchen FP but is operable. Sprinklers in Front only. Back fence is prop line. Gas stove has internal exhaust system.,False
First floor Bedroom does not have a closet. See attached Feature sheet. Wetlands located in the back left of the lot.,False
Buyers responsible to verify all information & due diligence.,False
Condo association information and documents can be found at hpmgnoho.com; Seller has never lived at the property; Buyer to verify any and all information,False
Surveillance system in use!,False
Subject to seller finding suitable housing.,False
Property being sold AS IS with contents at closing to remain; Seller has never lived in the property; Buyer to verify any and all information,True
Wood stove in basement & woodshop to convey,False
No showings until later Open House Sun 8/11 12:30-2:30.,False
4 units are 89 Kensington Ave and 2 units are 35 Earl St. Buyers to verify all information and conduct their own due diligence. Listing agent related to seller.,False
"Sale is contingent upon seller closing on new home purchase of new construction projected to be ready mid September 2024.  Water heater 2020,  Drapes in dining room, kitchen and main bedroom can stay.",False
Taxes based on land only. Photos are from a similar units in building 2 and show various finish options. Some photos feature virtual staging and upgrades not included in standard options. Listing agent related to seller.,False
Active Underground oil tank that is currently in use. Property is being sold as is.,True
"CONVENTIONAL OR CASH OFFERS ONLY.  SOLD AS IS. Seller has never lived in the home. Buyer to verify all info. Electricity is off so be careful showing. Hold harmless to be signed prior to showing, attached to this listing.",True
Seller is also Listing Agent,False
"As per Atrium Properties/condo mng., 1 pet allowed , dog 20"" shoulder to ground , approval from association for all pets. Seller's statement of property condition attached",False
Flood Ins.required ...seller can provide copy of policy if requested.Sale contingent upon sellers close of their purchase.  (Closing approx mid Sept.- Oct),False
"The seller is leaving a refrigerator and stove in the basement. Wall AC unit in lower level-not central air. Built in shelves remain. Lot was subdivided & a new plan was recorded April 9, 2024 Recorded in Book of Plans 400, Page 25. The lot the house currently sits on now is approx. .53 acres.",False
"Three parcels on one Deed. Access to Garage/Off St Parking is on Hume St which is a private way. Tenant lived on 2nd flr for 29 yrs and recently vacated property. Large amount Knob & Tube removed 2005, some left. List of Updates attached in MLS. Buyer and Buyer's agent to perform own due diligence.",False
Property sold as is as seen Seller will not supply smoke certificate. Pool in the backyard is also sold as is as seen. Do not go past the locked gate as the pool deck is not safe to walk on.Cash offers require 10% EMD. Property has freeze/ water damage throughout.,True
Sellers have not lived in the home for many years. Hardwood under living room carpet. Title V to be done.,False
Taxes do NOT reflect residential exemption. 1 pet up to 40 lb - per unit. Buyers and their agents to do their own due diligence.,False
"Sellers have never lived in the property. Neither Sellers or LA make any representations as to the accuracy of any information contained herein. Buyer/buyer agent must conduct their own due diligence, verification(s), SF Measurements, research & are relying solely on the results thereof.",False
Listing agent is related to seller. Seller has never lived in the property. Buyer's agent to verify all information. There’s 17 owners and 49 tenants in the complex. The homeowner occupancy rate is less than 50%.,False
Please contact listing agent for disclosures.,False
Buyers financing fell through,False
third and fourth side of house require maintenance,False
The source of all representations are from the seller or public source. It is recommended that buyer and Buyer agent independently verify all information. Seller has the right to accept an offer at anytime.,False
Unit Washer/dryer in basement-electricity connected to unit’s electricity bill. Installed closets. Heated garage w/Tesla charger. Floor: 2 small areas slight imperfection due to leak from fridge water line during construction. Public record shows legal 2 bed.,True
Unit Washer/dryer in basement-electricity connected to unit’s electricity bill. Installed closets. Heated garage w/Tesla charger. Floor: 2 small areas slight imperfection due to leak from fridge water line during construction. Public record shows legal 2 bed.,True
Pool Table negotiable. Seller will entertain offers with buyer concessions.,False
All Information Deemed to be Reliable but Not Guaranteed. Buyers and Agents to Perform Due Diligence.  Property to Convey AS-IS.,False
"Sold in ""as is"" condition. Subject to seller finding suitable housing. Seller is offering 1 year home warranty. Offer deadline is Tuesday 7/30 at noon.",True
The assessed tax bill is for the entire building and will change once individual condos sell.,False
"see items attached to MLS: sellers disclosure, plot plan, utility doc, offer instructions. Current owners tied into public sewer!  Offer deadline Tuesday August 20th at 10am",False
subject to seller's home find- offer already accepted.,False
Commission is based on sales price minus any seller concession.,False
Sellers are licensed real estate brokers. All taxes and assessments are estimates and will be determined by the town once evaluated. Sewer ejection system,False
"Main St,Left onto Pleasant St,Right onto East Street",False
This property has an older roof and furnace.  Washer and Stove were purchased last year.  All Appliances will convey.,False
"Owners selling property ""as is"".",True
"Heating system 4 years. AC condenser replaced in 2020. 200 amp electric update in 2022. Age of roof unknown, believed to be on older side. Assessor record lists property as 5 rooms vs. 7 rooms. Sellers have never used the irrigation system.",False
"Being sold together with adjacent 1,195 square foot lot at 332 Carter Street - Tenants are family & friends (rents are below market-tenants at will) - One unit can be delivered vacant.  Being sold ""as is""",True
Co-Broke fee based on base price minus any enhancements selected by buyer. Co-Broke must accompany on initial visit.,False
"This home is being Sold in ""AS Is Where As"" Condition",True
Subject to seller finding suitable housing. Sump pump in the basement.,False
Heating system is older. Roof approx. 20 years. New septic system and electric!,False
"Sunroom is year round, heated and cooled. Gas line run to the house.",False
"Subject to obtaining a License to Sell from the Probate Court for a Guardian/Conservator. Failed septic system. Septic system is buyers responsibility, no engineering done. Being sold as-is, where-is.",True
Seller reserves the right to accept an offer at any time. Small lot behind fence belongs to the property.,False
Seller has never lived in property,False
Please see disclosure sheet in house; buyer to verify all information.,False
"Seller may need up to 2 months rent-back. All appliances will remain. Pet restrictions: Only 1 dog, only indoor cats, Dogs must be approved, insured, registered, etc.",False
Seller reserves the right to accept an offer at any time.,False
Seller has never used the fireplace.,False
List broker is part owner.  The building is in Flood Zone AE.  Buyer's lender may or may not require a flood policy.  5 of the 10 units are rented.  Some photos are virtually staged.  Deposits shall be collected through DepositLink,False
"PHOTOS HAVE VIRTUALLY CLEANED & ENHANCED; NO HOA; If being mortgaged, flood insurance is required-current policy IS TRANSFERRABLE & paid ($3,567) thru 5/25; only shared expense is insurance-paid until Jan.; Seller has never lived in the property & it is being sold ""as is""; buyer to do due diligence.",True
Subject to seller finding suitable housing; home has been identified and under agreement.,False
"All listing information has been provided by public record and outside sources. Floor plans and measurements are approximate and for marketing purposes only. Offers Due Tuesday, June 18th @ 12 Noon.",False
Condo unit is 2 floors on second and third floor of building.,False
See info pack,False
"All appliances left as gifts, unsure if working. Short sale, sale is subject to private lender final approval. Closing should NOT be delayed due to short sale. SOLD AS IS. Buyer/Buyer agent responsible for install of smoke/carbon detectors and smoke cert insp. **Offer deadline Mon 8/12 at noon",True
Please refer to seller's disclosures.,False
"Home Sold As-Is Condition, buyers and buyer agent to do due diligence, sellers reserve right to accept offer before deadline",True
Buyer and buyer agent to do all due dilligence. Contingent on seller finding suitable housing.,False
Doorbell has a video/audio camera.,False
"See Feature Sheet for updates.  29yr solar loan-negotiable. Being sold as is, as seen. Buyers/buyer's agents to perform due diligence. Some photos have been virtually enhanced. Neighbor owns land along High St. Dishwasher leaks. Subject to seller finding suitable housing - property identified & UAG.",True
Property will be SOLD AS IS.,True
Property being sold AS-IS.,True
2nd floor bedroom does not have central air. Roof is end of life. Solar panels will be paid in full at closing. Seller requests 60 day paid lease back.,True
Compensation Offered but Not in MLS.,False
"Listing agent has a financial interest in the property. Neither seller nor agent, make any representations as to the accuracy of any information contained herein. Buyer (s) / buyer(s) agents must conduct their own due diligence, verification, and research relying solely on the same.Seller has never",False
Unit 2 will be delivered vacant,False
8ft Easement as stated in deed. (attached),False
"Heritage Landing is a 10-unit luxury, energy-efficient complex with 3 separate buildings built in 2014. It is pet-friendly. Room Dimensions are approximate.",False
"Sold AS-IS. Buyer is responsible for smoke certificate, if applic. Buyer to do any and all due diligence to verify property info. Buyer will be responsible for removal of remaining contents. No representations/warranties are made/implied by Sellers/Listing Agents. Town records indicate 3 bedroom.",True
Option to purchase home fully furnished.,False
audio/video surveilance on premises.,False
Subject to sellers finding suitable housing. Buyer and buyer’s agent must verify all information and perform their own due diligence.,False
"See items attached to MLS: sellers disclosure, plot plan, utility doc, floor plan, offer instructions. Offer deadline Monday August 19th at noon ty",False
Water tanks are rentals.  Buyer to assume contracts.  Property to transfer with tenants in place.  All units are Tenants-At-Will.,False
"home sold as is, estate sale should have approval by June",True
"Tenants renting for $3,600 per month until August 2024. Taxes do not reflect a residential exemption. Four flight walk-up. Some pictures have been virtually staged.",False
Buyer/Buyer's Agent to verify all information in this listing.  Seller nor their representatives make any guarantees or warranties to its accuracy.  List Agent is related to seller.  2 months of HOA fees due at closing.,False
Microwave is not working properly. 2 broken window seals on 2nd floor. Subject to solar lease transfer.,True
"Home has Active Nob And tube. Seller will clean the property out some items may remain, and will be the buyers responsibility to dispose of.",False
Seller Has Never Lived In Property.,False
Flood Insurance may be required in order to close. Office and Laundry room are unheated,False
"Listed as a single-family in MLS# 73244310. Original heating system in great shape, recently serviced w/ updates to some pipes and new expansion tank. Snow removal doesn't include driveway. Owner responsible for maintenance of large bush and tree in front. HOA is not FHA approved.",False
Home has an approved variance for a 2 unit building. Building must meet requirements per Building Department. Home being sold as a single family. Seller and sellers agents make no declarations or warranties. Buyer/Buyer agent to do own due diligence. See document for Variance.,False
Seller has never lived in the unit.,False
Unit could use some sweat equity and is a great value. Unit is in the back of the Building NOT facing Elm St..,False
"Subject to Probate Petition for Sale of Real Estate. Closing date min 90 days from signing of P&S. Home to be sold ""AS IS"".  Seller has not lived in property for many years. Younger gas boiler 2015, full bath 2018 and roof (age unknown). Some window seals are broken. Knob and tube wiring - 100 amp.",True
See superintendent for school information. Next annual association meeting in September 2024. Public record has property as a 3 bedroom but property has 4 rooms that meet the criteria for a bedroom. Gates Lane is a private way.,False
Agent has ownership interest in property.,False
"Two dogs 35 pounds or under, or one dog weighing 75 pounds or under allowed, plus breed restrictions. See Master Deed for full rules.",False
Common area outside with grill and fire pit. 2 assigned parking spaces. Some photos have been virtually staged.,False
Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Offer Deadline Monday at 5pm - sellers reserve the right to accept an offer at any time. Contingent on sellers finding suitable housing.,False
Please see sellers disclosure and pet rules attached.  Management has told the sellers that the deck is currently unsafe to occupy.  Management has also stated that the decks should be fixed this year.,False
Buyer/buyers agent to do own due diligence. All offers to have updated pre-approval or proof of funds.,False
Seller unsure if primary bedroom flooring is all hardwood.,False
"House Currently On Cesspool, Sellers Getting Quotes To Tie Into Town Sewer or Septic System. Call Listing Agent For Further Information. Wood Stove In Family Room Has Not Been Used In Years",False
"Electronics system in the family room is staying as a gift to the buyers.  Audio and visual security system active. No electrical outlets in the basement bonus room, only overhead lighting.",False
"Subject to sellers securing a suitable rental. One burner on stove doesn't work, one pocket door is not operating smoothly, and there is a garage window and basement casement windows that will need replacement.",False
seller has never occupied dwelling; some photos virtually staged.,False
"Dishwasher does not work, Special assessment will cover exterior building work. This unit was recently remodeled with the ""pilot program"" and has a 5 year warranty on all the work done including, new windows, doors, water proofing, drywall, floors..",False
OFFER DEADLINE: Sunday 6/30 At 7:00pm. Make Offers Good Through Monday 7/1 at 7:00pm,False
Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. 2nd bedroom doesnt have a closet. Property to be sold as-is.,True
Property sold as-is.,True
Estate Sale - property offered in AS-IS condition. Seller makes no representations or warranties regarding the condition of the property. Buyers should perform their own due diligence.,True
"Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Please have buyers drive by prior to scheduling, exterior needs extensive work. Sold AS-IS",True
"Building totally renovated 21 years ago. Roof is 4 years old. Instant water heater is 5 years old. Microwave is 1 years old. Furnace is 21 years old. In very heavy rain, a puddle will form in one area of the basement. No waste disposal in kitchen.",False
"sprinkler system is run by private well, lamp post at driveway is on separate elec bill $7.00 approx , 3 photos of lawn have been enhanced due to weather conditions , rug on b'ment stairs and around pool are being replaced ,",False
"Flood insurance is $1284 annually -- half is paid by the unit owner and half is paid by the association. North Chelmsford has a water bond debt in place, $70 two times a year for 25 years.",False
"New gas lines installed within 30 days. New conversion, condo fees estimated, docs recorded at closing. 2-pet max. Currently assessed as 3-fam, will be assessed as condos Jan 2025. Parking listed is by custom (not deeded) on the private way, in front of the building.",False
Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Condition of appliances unknown. Each unit is heated by parlor stove. Sold as is. 2 new electric panels installed.,True
Seller or listing agent make no representations as to the accuracy of any information in this listing. Buyer/Agent do your own due diligence.,False
Buyers and buyers agents to perform due diligence. Some photos may be virtually enhanced. Bedroom 2 does not have a closet. Being sold as is.,True
Some photos may be virtually enhanced. Buyer/agent due diligence.,False
Trustee of estate has never lived in the property therefore no seller's disclosure - Storage cage #55 - Parking Spot #221,False
"Kitchen redone in 2008, 3-Season Porch Insulated, Deck Painted 2022, Septic Pumped Every 2 Years and New D Box 2024, Detached 2 Car Garage Built 2000, Heating System Under 5 Years Old, Roof 2013, Generator Hookup Outside Under Porch, Windows Original, Washer Lid Hinge Broken Still Works",False
Zoned 61 A Agricultural. Pool table and piano to stay. Modular home. Propane tank for stove leased from Superior Energy. Property could be purchased with 12 L Turner Drive and or The Orchard at 13 L Turner Drive. OFFERS DUE 7/23 @ 6pm,False
Public water line is on Bayberry.,False
Buyers and buyers' agents to do due diligence and verify all information. Seller has never lived in property. Brokerage has financial interest in property. Subject to buyer assuming solar lease. Offer deadline Monday at 5pm. Please allow 24hrs to review.,False
"MANDATORY; $1,000/yearly food minimum required in oceanside Clubhouse Restaurant.  Special Assessment of 76.00 until Dec. 2024.",False
Subject to seller finding suitable housing.,False
The unit will be sold As is.,True
See Seller's  Statement of Property Condition and Seller's Info Sheet in MLS for additional property information and disclosures. Some images have been virtually enhanced. Propane tank is leased by Lorden Oil Co. Audio/video recording on site. Buyer to independently verify all information.,False
"Shed is ""as is"". Boston Edison easement.",True
Buyer responsibility to replace septic system. Water mitigation buyers responsibility.,False
"Recent tests done on foundation by condo association revealed structural issues and pyrrhotite in another building. $8,000 special assessment upcoming. Unit cannot be financed. CASH BUYERS ONLY. Dishwasher & range are broken. SOLD AS-IS, AS SEEN. Buyer & agent to perform all due diligence.",True
"Once project is completed, there will be new sidewalks and the street will be repaved. All houses will have paved driveways as well. Pictures of interior are pictures of similar house which is completed.",False
Showingtime is up. Property can be shown Monday by appointment.,False
Subject to sellers obtaining suitable housing. Buyer agents & buyers to perform due diligence.,False
Shed & raised herb garden do NOT convey with property. Buyer's and their representatives to conduct any and all due diligence.,False
The unit will be sold as is.,True
"Buyer and buyer agent,""all information contained herein should be verified by interested parties.""Pets allowed with restrictions TO BE VERIFIED with management company.",False
"Listing agent is relative to seller, see written disclosure attached under paperclip, disclosure should be signed and submitted by buyer when submitting offer.",False
bonus room couch negotiable,False
HOA Fee + Taxes TBD prior to closing.Buyer/ Buyers agent due diligence. Seller agent makes no representation.,False
See attachments.,False
Sump pump installed in basement.,False
Taxes are an estimate. One year builders warranty included. Living Area is approximate. Condo Fees and Taxes TBD and both listed here are estimates. Unit is a condominium which lives like a single family.,False
Taxes are an estimate. One year builders warranty included. Living Area is approximate. Condo Fees and Taxes TBD and both listed here are estimates.,False
"Floor plans and sq. ft. measurements are approximate and for marketing only, buyer or buyer agent to verify",False
Seller will deliver property with 6 lead compliance letters,False
Investor owned; photos taken prior to tenants occupancy on all 3 apartments,False
Sale subject to probate court approval. Sale subject to suitable housing for the Seller. Buyer & Buyer's Agent responsible for property due diligence. All property information was sourced from MLS PIN and Lawrence Property Assessor Database (Vision Government Solutions).,False
Buyers and agents to do due diligence. Measurements provided by photographer are approximate.,False
HOA Fee of $88/month covers maintenance of common areas and trash collection. 500 gallon inground propane tank owned by Osterman Propane.,False
Sq Ft is approximately only and not considered accurate as “As Built “measurements have not yet been taken. All numbers regarding taxes and condo fees are estimates as budget and condo docs have not been finalized. Taxes have not yet been set by the City of Cambridge. Photos are virtually staged.,False
Exterior of home is currently being repainted. Living Area Sq Ft. does not include the partially finished basement.,False
Seller has never lived in the p;roperty,False
Seller will need a delayed closing or rent back while their house is finished. Completion is expected in August.,False
Property is being sold through Conservator must be approved by probate court,False
Buyers/Buyers agents to do their due diligence.,False
The listing agent is owner.  Preferred closing date end of September.,False
Distribution box being replaced in septic system. Certificate of Compliance will be obtained prior to closing.,False
Finished basement completed by a prior owner.,False
Public record states 6 beds. Some bedrooms do not have closets but are ample size to add them back in. Taxes reflect Boston residential exemption.,False
"No residential exemption for taxes in place; Special assessment currently in place until 2026 and seller will pay the remaining amount; $700 move-in fee; replacement of fob or gym card $50; Photos virtually staged, Pet friendly building, No smoking building.  Ask listing agent about financing.",False
"Buyers & buyers agents to do due diligence. Some photos may be virtually enhanced. Dining rm on 1st flr is being used as 3rd bed. Basement is being used as studio, City has property as 4 beds, 2 baths. 25 Locust is on double lot, surveyed for fence. Taxes and acreage combined. Buyer to assume solar.",False
